"","Date","title"
"7877"," 6/29","[推薦] Wiley - Numbers in Action"
"7878"," 6/30","Re: [討論] 謝和弦新歌竟然抄襲the roots的you got me"
"7879"," 6/30","[推薦] JuzzyOrange - 旅程 + Soul Girl"
"7880"," 6/30","[活動] 「妃」正規 海洋嘻哈派對"
"7881"," 7/01","Re: [討論] 謝和弦新歌竟然抄襲the roots的you got me"
"7882"," 7/02","[推薦] Tinie Tempah和Wiz Khalifa"
"7883"," 7/03","[推薦] My hip hop culture"
"7884"," 7/04","[推薦] Yo Gotti-We Can Get It On "
"7885"," 7/05","[推薦] 就在明晚 ! 饒舌歌手RPG 來GrooveWar Live 玩角色扮演遊戲 !"
"7886"," 7/05","Re: [推薦] Wiley - Numbers in Action"
"7887"," 7/06","[推薦] JuzzyOrange 床前明月光+陌生人 正式版"
"7888"," 7/06","[討論] 今年沒有鬥夢祭了嗎?"
"7889"," 7/06","[推薦] DUMFOUNDEAD - Are We There Yet"
"7890"," 7/06","[推薦] - STILL BATTLE- WESTAIPEI RHYMER渡邊 & Lil.YUDY"
"7891"," 7/07","[活動] 饒工革命   花絮回顧"
"7892"," 7/07","[活動] [HOW WE ROLL PRESENTS] Hip Hop Swing Your Neck 頸部保養 "
"7893"," 7/08","[問題] 關於阿弟仔的虎頭蜂"
"7894"," 7/08","[推薦] 人人有功練 JY「抄瘋了(謝和弦Diss)」"
"7895"," 7/09","[活動] 鍾翔宇 首次的台灣現場演唱"
"7896"," 7/10","[推薦] 南門音樂COMING SOON"
"7897"," 7/10","Re: [推薦] 人人有功練 JY「抄瘋了(謝和弦Diss)」"
"7898"," 7/11","[本月] 劉偉feat壽君超-You're beautiful"
"7899"," 7/11","[問題] = ="" druum n'bass+rap 要怎麼跟著律動 …"
"7900"," 7/11","[推薦] MC HOTDOG要發表新歌了!!!"
"7901"," 7/12","[活動] 南門音樂專輯首發會"
"7902"," 7/13","[問題] 想請問會去""未成年發慾派對(二)""的人"
"7903"," 7/13","[問題] Ice cube的歌"
"7904"," 7/13","[問題] 有人在聽Nujabes嗎？"
"7905"," 7/13","= = 來自uk的詭譎beat...."
"7906"," 7/15","[推薦] dj krush kemuri + nas lifes a bitch "
"7907"," 7/15","[討論] 有問歌文 可否來個聽歌文"
"7908"," 7/16","[活動]新歌《所以我們站出來》分享，今天晚上꘠…"
"7909"," 7/16","[WR]Stones Throw Records七 …"
"7910"," 7/16","[推薦] 手斤口 淡水暮色"
"7911"," 7/17","[推薦] 話題人物""鍾翔宇""即將轟炸GrooveWar Live！"
"7912"," 7/17","[問題] 錄音室"
"7913"," 7/17","[討論] Best and worst albums or mixtapes of …"
"7914"," 7/17","[KUSO] JY - 唸你  (劉子千diss)"
"7915"," 7/18","Re: [推薦] MC HOTDOG要發表新歌了!!!"
"7916"," 7/18","[推薦] 美爵士製作人Marcus D徵求台灣代理商"
"7917"," 7/18","Re: [推薦] 話題人物""鍾翔宇""即將轟炸GrooveWar Li …"
"7918"," 7/19","[討論] 訪問鐘翔宇後感"
"7919"," 7/19","[KUSO] 唸你 DJ KuSouL HIP HOP REMIX"
"7920"," 7/20","[推薦] Paul White - Trust (Ft Guilty Simpson) "
"7921"," 7/21","[推薦] Lil Wanye new mixtape下載[sorry 4 the wait]"
"7922"," 7/21","[問題] 關於Chingy 有人知道他最近在幹嘛嗎??"
"7923"," 7/21","Re: [推薦] Lil Wanye new mixtape下載[sorry 4 th …"
"7924"," 7/22","[推薦] Jimmy Fallon & Justin Timberlake嘻哈 …"
"7925"," 7/22","Re: [KUSO] JY - 唸你  (劉子千diss)"
"7926"," 7/22","[推薦] 太妃堂的GaWeed表示："
"7927"," 7/22","[推薦] Bow wow -Ain't Thinkin Bout You ft. Chris Brown "
"7928"," 7/22","[推薦] Kanye West & Jay-Z - Otis"
"7929"," 7/22","[推薦] Twista-Up To Speed "
"7930"," 7/23","[問題]有沒有一個叫Iron African的八卦－.─ …"
"7931"," 7/24","[討論] Amy Winehouse......"
"7932"," 7/24","[討論] Nujabes : An Eternal Soul紀錄片"
"7933"," 7/25","[推薦] David Guetta - Little Bad Girl"
"7934"," 7/25","[推薦] Mc Hot Dog - 老子有錢 [完整版]"
"7935"," 7/26","[推薦] Nujabes Luv(sic) part3 (Feat. Shing02)"
"7936"," 7/27","[知識] DJ Mar文化歷史講座(Jacky筆記版)"
"7937"," 7/27","[推薦] 93 til infinity"
"7938"," 7/27","[出售] 一些cd "
"7939"," 7/28","[問題] 在哪買Jabberloop的專輯?"
"7940"," 7/28","[推薦] MC HotDog-老子有錢要出EP了!!"
"7941"," 7/28","[推薦] Jurassic 5--Concrete Schooolyard"
"7942"," 7/29","[推薦] SPODEE - Hard or Soft"
"7943"," 7/29","[推薦] Relationship"
"7944"," 7/29","[推薦] Youtube頻道 Hip-Hop X Jazz "
"7945"," 7/30","[推薦] 分享一些我最近愛的歌"
"7946"," 7/30","[推薦] Waju 音樂分享與免費載點"
"7947"," 7/30","[推薦] 一個BEAT MAKER"
"7948"," 8/01","[新聞] 道奇台灣夜   大支遭封殺"
"7949"," 8/01","[推薦] Young Jeezy - Ballin ' ft. Lil Wayne "
"7950"," 8/02","快嘴大集合 Yelawolf, Twista, Busta Rhymes & Lil Jon"
"7951"," 8/02","[推薦]""黑人音樂社""今晚來GrooveWar Live作客"
"7952"," 8/02","[推薦] Young Jeezy - Shake Life "
"7953"," 8/04","[活動] 5th element 暑期Beatbox專攻班"
"7954"," 8/04","[推薦] 翔宇 - 野格炸彈"
"7955"," 8/04","[活動] 一克拉夢想展 街舞狂潮講座訊息"
"7956"," 8/07","[推薦]Dumbfoundead-grind time freestyle battle"
"7957"," 8/08","[本月] 廚房仔 Party Like We Do feat. EDC &  …"
"7958"," 8/08","[推薦] Jay-Z & Kanye West《Watch the Throne …"
"7959"," 8/09","[推薦] 熊仔 - ㄐㄆ方ㄆ"
"7960"," 8/09","[推薦] 國蛋GorDoN - 香格里拉 (Dr.Paper Mixtape)"
"7961"," 8/10","[情報] 威力 Wiley ／大顯神威 100% Publishing"
"7962"," 8/11","[推薦] KiD iNk (Daydreamer) - Time After Time feat. K-Young "
"7963"," 8/11","Re: [轉錄][閒聊] 好聽"
"7964"," 8/12","Re: [轉錄][閒聊] 好聽"
"7965"," 8/13","[推薦] Jay-Z & Kanye West - Otis "
"7966"," 8/13","Re: [轉錄][閒聊] 好聽"
"7967"," 8/13","[推薦] Avens - ""The Long Walk Home"" Feat. Jas Mace & Anika"
"7968"," 8/13","Re: [推薦] Avens - ""The Long Walk Home"" Feat. J …"
"7969"," 8/14","[問題] 求推薦哈扣歌手"
"7970"," 8/14","[本月] 踩腳踏車 蛋堡SOFTLIPA"
"7971"," 8/15","[KUSO] 過一下RAPPER癮"
"7972"," 8/15","Re: [問題] 求推薦哈扣歌手"
"7973"," 8/16","[推薦]今晚八點GrooveWar Live 知名部落客 ""茱 …"
"7974"," 8/16","[問題] 有人可以推薦表演的音樂嗎"
"7975"," 8/16","[推薦](A Tribute To J Dilla) Mochilla Prese …"
"7976"," 8/17","[推薦] AVENS-另一MELLOW HIP-HOP製作人徵代理"
"7977"," 8/17","[推薦] J Cole - Work Out "
"7978"," 8/17","[推薦] Silas 雷嘉銘 - 雲彩 Coloured clouds  …"
"7979"," 8/19","[活動] 陳晁翊"
"7980"," 8/20","[新聞] 與肯伊合體成功　傑斯奢侈豪花800萬慶功！"
"7981"," 8/20","[推薦] Kenny Feat Ash TB Damn - Blue nite"
"7982"," 8/23","[推薦] Capriciouz"
"7983"," 8/25","[討論] 漢人又來亂了 ""想要我看你就脱光(Ms. Ko Diss)"""
"7984"," 8/25","[推薦] TPC Friday"
"7985"," 8/26","[問題] 有誰可以推薦表演用的HIGH歌"
"7986"," 8/27","[本月] Hi-Lite - After You (在妳之後)"
"7987"," 8/27","[推薦] Erykah Badu 玩 MPC!!"
"7988"," 8/27","[KUSO] 50角"
"7989"," 8/27","[推薦] 兩點全開"
"7990"," 8/27","[推薦] 祐Man(ft.顏冠希JY) - 不夜城 "
"7991"," 8/28","[推薦] Magnetic North"
"7992"," 8/28","Avens - Magical Journey"
"7993"," 8/28","[問題] 請問Pitbull 的 Rain over me"
"7994"," 8/28","[推薦] Gordon ft. PG perfume MV"
"7995"," 8/28","[推薦] Charlie Wilson - There Goes My "
"7996"," 8/28","[推薦] 給喜歡表演,喜歡看表演的人的歌..."
"7997"," 8/28","[推薦] 地球只有一個"
"7998"," 8/28","[推薦] 南門音樂 NOBODY KNOWS"
"7999"," 8/29","[推薦] ShinSight Trio 3rd album"
"8000"," 8/30","[推薦] AKG @ DMC Taiwan showcase"
"8001"," 8/31","[推薦] 人人有功練 RPG 新歌登場！"
"8002"," 8/31","[推薦] 韓森 - 那些年"
"8003"," 9/01","[問題]問問SNOOP DOGG新歌"
"8004"," 9/03","[推薦] The 49ers + ZDW!?(LEMS)- Soulstice EP"
"8005"," 9/03","[推薦] 狠角色 - image 畫面"
"8006"," 9/03","[推薦] 模仿多位饒舌歌手"
"8007"," 9/06","[推薦] 蛋堡 X Shin Ski - 踩腳踏車之前EP.1"
"8008"," 9/08","[推薦] JuzzyOrange精選歌曲四首免費下戴!!!"
"8009"," 9/09","徵求會饒舌的朋友"
"8010"," 9/10","[問題] 可以推薦好用簡單的軟體嗎？"
"8011"," 9/11","[請問] 找一支詭異風格的MV"
"8012"," 9/12","[活動] 台大嘻研社 新生說明會+第一堂社課（be …"
"8013"," 9/12","[討論] 把嘻哈版搬到FB怎樣"
"8014"," 9/12","[推薦] ManHanD慢行 - 慢輕頌 feat。蛋堡Soft  …"
"8015"," 9/13","[推薦] 2Pac - Changes"
"8016"," 9/13","[推薦] Young Souljaz ft. Yella Boyz & MJ116 …"
"8017"," 9/14","[推薦] BET排行票選"
"8018"," 9/14","顏冠希JY - 不要再留羅志祥的髮型"
"8019"," 9/15","[推薦] 國蛋GorDoN - Dr.Paper Mixtape"
"8020"," 9/17","[情報] 9/23 Lil Wayne 小韋恩 Tha Carter IV 卡特先生第四章"
"8021"," 9/17","[問題] 類似the message,you got me,這種感覺的歌"
"8022"," 9/17","[問題] 可否推薦一下歌詞有批判性或者有深度的 …"
"8023"," 9/18","[活動] 9/28 DJ Shadow in Luxy"
"8024"," 9/19","[推薦] 張睿銓 X Point - 黑膠好日音樂會[email protected] …"
"8025"," 9/19","[買賣] New Era帽子"
"8026"," 9/20","[推薦] 人人有功練R-Flow「謝謝亞太」"
"8027"," 9/20","[推薦] 人人有功練 少爺的新歌！"
"8028"," 9/21","[活動] 10/14 LUXY Dj Deckstream"
"8029"," 9/21","[推薦]  Good Feeling by Flo-Rida"
"8030"," 9/21","[推薦] 110923發行：立體聲合唱團／地皇夜鶯"
"8031"," 9/23","[活動] 台大嘻研第二次社課就在明天9/23(五)"
"8032"," 9/23","[買賣] 9/25誠品音樂節 "
"8033"," 9/24","[推薦] ShinSight Trio & Soft Lipa - Music Is Magic "
"8034"," 9/25","[推薦] GORDON - 他是個饒舌歌手"
"8035"," 9/25","[歌詞] GORDON - 他是個饒舌歌手"
"8036"," 9/26","[SALE]ABSTRACT HIPHOP"
"8037"," 9/26","[推薦] Da.Mon.Ster 摩斯特 - Expired Rubbish"
"8038"," 9/27","[推薦] 法國Soprano - Hiro "
"8039"," 9/27","[推薦] 法國Akhenaton - J'ai Pas De Face "
"8040"," 9/27","[KUSO] hardcore rapper"
"8041"," 9/28","[推薦] Grow Up"
"8042"," 9/29","[推薦] 9/27 出來了好多專輯"
"8043"," 9/29","[活動] 10/14(五)DJ Deckstream 來嚕！！！@LUXY"
"8044","10/01","[KUSO] Aries Spears' talk show"
"8045","10/02","[推薦] 黃玠feat蛋堡 - 少年維持著煩惱"
"8046","10/02","Re: [推薦] 法國Soprano - Hiro "
"8047","10/03","[推薦] Drake - Headlines MV"
"8048","10/04","[問題] 請問有誰有大支的覽趴詞的歌呢?"
"8049","10/04","[推薦] G-EASY"
"8050","10/04","[知識] Style Wars中文字幕翻譯分享"
"8051","10/05","[推薦] CCR : Friends and Family"
"8052","10/06","[問題] 關於Prince Po的The Slickness專輯"
"8053","10/06","[推薦] 河仁傑 - 你這樣講就不對了 [Original Demo]"
"8054","10/06","[情報] 2011.10.28 Urban Rhythm Vol.4 "
"8055","10/06","[活動] 台大嘻研社社課4-------Rhymin'"
"8056","10/06","[推薦] 蛋堡Soft Lipa X Shin-Ski 踩.腳.踏.車"
"8057","10/06","[創作] 二首remix。"
"8058","10/07","[推薦] Epik High-Map the soul (worldwide ve …"
"8059","10/08","[推薦] J-Sands - Southern Lady  (Jazz Hip hop)"
"8060","10/12","[推薦] Nas - Nasty 新單曲MV"
"8061","10/14","[WR]Madlib Medicine Show #11 - Low Budget High Fi Music"
"8062","10/15","[活動] 台大嘻研社課----TOWER X DUZS 編曲講座"
"8063","10/17","[本月] 2011 BET AWARDS"
"8064","10/17","Fw: [情報] 踩.腳.踏.車 專輯曲目!!"
"8065","10/17","[活動] 成大街詩社課--DJ RayRay"
"8066","10/18","[推薦] JodeC(of Down South Boys) - Get Low"
"8067","10/18","[推薦] 蛋堡 - 踩腳踏車 feat.Shin-Ski"
"8068","10/20","[KUSO] Chingy - Paperman  "
"8069","10/21","推] Re*Source - We Got It "
"8070","10/21","[買賣]錄音器材套裝組合"
"8071","10/23","[推薦] 麻煩幫我朋友做的beat投票!! 機會與g-uni"
"8072","10/23","[推薦] Psyntific- Sexy Best Friend "
"8073","10/26","[推薦] Shady Record 2.0 - 2011 BET Cypher!!!"
"8074","10/26","[推薦] 巴西紀錄片-509 E刑男"
"8075","10/27","[活動]11/12 Japan Love Taiwan台日嘻哈交流盛會"
"8076","10/28","[創作] Nas & AZ - Life's A Bitch (Remix)"
"8077","10/28","[推薦] 台灣饒舌電台!"
"8078","10/30","[KUSO] 阿六這次DISS的對象是...熱狗"
"8079","10/30","[推薦] Pete Philly & Perquisite - Hope"
"8080","10/31","[推薦] Erick Sermon - Music (Jazz Hip Hop)"
"8081","11/01","[推薦] 正宗AP滿人 新歌"
"8082","11/01","[本月] 蛋堡 噓....... feat.徐佳瑩 高畫質官方"
"8083","11/01","Re: [推薦] 巴西紀錄片-509 E刑男"
"8084","11/04","[活動]Bop Alloy Live Event 2011/12/16Taipei"
"8085","11/05","[推薦] JuzzyOrange - 地下搖擺MV"
"8086","11/05","[推薦] Funky DL - Day by Day (hip-hop jazz)"
"8087","11/05","[推薦] History of Rap 1+2+3 by Jimmy+Justin "
"8088","11/05","[推薦] V V Brown - Children ft. Chiddy Bang"
"8089","11/06","[推薦] 出發 - JY ft.好球先生 小人"
"8090","11/07","[推薦] 人人有功練 RPG「38F」"
"8091","11/07","[問歌]剛剛一個多小時前~~92.7放的歌 "
"8092","11/08","[問題] 這種風格的HIP　ＨＯＰ"
"8093","11/09","[推薦] Jazz and Hip-Hop"
"8094","11/10","[推薦] W. Draztik & Sleepy Biggs - The Rest D"
"8095","11/10","[死訊] Heavy D Dead at 44"
"8096","11/10","[推薦] 詩歌"
"8097","11/10","Re: [活動]11/12 Japan Love Taiwan台日嘻哈交流盛會"
"8098","11/11","[KUSO] 在癟四與大頭蛋看到的...囧"
"8099","11/12","[本月] 祝Hiphop 37歲大壽快樂"
"8100","11/13","sample台語"
"8101","11/14","[推薦] CL - Deacon Blu [Jazzy Hip-Hop]"
"8102","11/15","[推薦]Warcloud aka Holocaust - Silent Samura "
"8103","11/15","Re: [推薦] 詩歌"
"8104","11/16","[推薦] 滿人新歌"
"8105","11/16","[推薦] Dappy - No Regrets"
"8106","11/16","[活動] Snoop Dogg in LUXY"
"8107","11/16","[活動] 12/01 - Snoop Dogg @LUXY Live 演出!!"
"8108","11/16","[討論] 滿人新歌流出後續"
"8109","11/17","[推薦] 最新消息!! DRE將參與這次演出!!"
"8110","11/18","[問題] %"
"8111","11/18","[推薦] Young Souljaz 楊素貞 Tipsy - 秋冬憂鬱"
"8112","11/18","[活動] 2011新北客奔奔奔PK賽"
"8113","11/19","[推薦] MC Hotdog「After Party」"
"8114","11/19","[問題] 想請問與這位DJ相同風格的人"
"8115","11/19","Re: [推薦] MC Hotdog「After Party」"
"8116","11/21","[推薦] 大支 & 懂伯 - 台灣之光"
"8117","11/21","[新聞]世界街舞大賽 北體擠進前4"
"8118","11/22","[問題] 哪裡可以找到人幫忙混音編曲"
"8119","11/23","[推薦] 不錯的網站 - Feeling the Melody"
"8120","11/24","[推薦] 饒舌歌詞網站"
"8121","11/24","[推薦] Rihanna featuring Jay-Z Talk That Talk"
"8122","11/26","[推薦] EvyBody - 709阿JIB哥唔沖涼"
"8123","11/27","買一張SNOOP DOGG演唱會門票 2000"
"8124","11/27","[本月] Common新歌"
"8125","11/28","Fw: [買賣] 售史奴比狗狗12/1在LUXY表演門票"
"8126","11/28","[推薦] MC HOT DOG - PARTY LIKE HOTDOG"
"8127","11/28","Re: [推薦] 最新消息!! DRE將參與這次演出!!"
"8128","11/29","Fw: [活動]HTC執行長周永明 & Dr. Dre簽名見面會"
"8129","11/29","[推薦] WesTaipei Rhymer渡邊 - 就是寵妳"
"8130","11/30","[推薦] 有人知道Junoflo嗎??"
"8131","11/30","[活動] 徵買史奴比狗狗票2張"
"8132","12/01","Re: [推薦] 有人知道Junoflo嗎??"
"8133","12/01","[活動] 徵求snoop dogg演唱會門票 兩千元一張"
"8134","12/01","[推薦] Sa Ker - 相信自己"
"8135","12/01","[討論] 葛萊美獎提名出來了"
"8136","12/03","[推薦] 一張 Hexsagon Remix"
"8137","12/03","[推薦] Beautiful Love"
"8138","12/03","[自介] 大家好"
"8139","12/04","[推薦] Nujabes - Spiritual State"
"8140","12/04","[推薦] The Roots新專輯""undun"""
"8141","12/04","Re: [推薦] Nujabes - Spiritual State"
"8142","12/05","[推薦] 旅行時陪伴我的音樂(部分非Hip Hop)"
"8143","12/05","[問題] Numark iDJ Live?"
"8144","12/06","[推薦] 12.16 大支最新專輯即將發行"
"8145","12/06","[新聞] 大支曾月收10萬　無奈現在借錢度日"
"8146","12/06","[推薦] 大囍門布朗--永久"
"8147","12/07","[推薦] MC Melodee x Cookin Soul 新曲"
"8148","12/08","[問題] 想請問她是誰"
"8149","12/09","[活動] 黑人音樂社電影講座 "
"8150","12/09","[推薦] Rythmatical – Behind The People"
"8151","12/10","[活動] 大支最新專輯「人」簽唱會"
"8152","12/10","[問題] 想尋找一首歌的MV"
"8153","12/10","[問題] 神一首歌"
"8154","12/10","[分享]好free的表演"
"8155","12/11","[問題] 想接觸美國的RAP音樂"
"8156","12/11","[問題] 有LA的板友嗎?"
"8157","12/11","[本月] 大支第一波主打 "
"8158","12/12","[問題] 問背景音樂的語言"
"8159","12/12","[推薦] 50 Cent - The Big 10"
"8160","12/14","[討論] YZ Dizz Young Souljaz MJ116"
"8161","12/15","Re: [討論] YZ Dizz Young Souljaz MJ116"
"8162","12/15","[推薦] 熱狗加蛋堡"
"8163","12/15","[活動] 有一個活動我真心地推薦12/16 Bop Alloy"
"8164","12/16","Bop Alloy排演觀後 心得分享"
"8165","12/16","[推薦]熱狗+蛋堡之不吃早餐才是一件很嘻哈的事!"
"8166","12/16","Re: [討論] YZ Dizz Young Souljaz MJ116"
"8167","12/17","Re: [最新] Pluto diss back YZ!!! "
"8168","12/17","Re: [最新] Pluto diss back YZ!!! "
"8169","12/18","[問題] ELZHI or NAS? It aint hard to tell"
"8170","12/18","Re: [自介] 板友名單 "
"8171","12/18","[問題] 饒舌音樂的程咬金"
"8172","12/19","[推薦] We Believe [ 蛋堡 Softlipa + MATZKA  ]"
"8173","12/20","[推薦] 人人有功練 RPG ft.熊仔「蝦瓜魔郎聽」"
"8174","12/21","[推薦]神童-every thing"
"8175","12/21","[推薦] 印尼HIPHOP"
"8176","12/22","[KUSO] 大支這首真的太好笑了啦 !!!"
"8177","12/23","[推薦] 大支 - 芭樂 feat. MC hot dog"
"8178","12/23","[推薦] Raujika - Tell Them I Love You"
"8179","12/24","[問題] 2pac 跟 Jay-Z有仇?(me and my gf)"
"8180","12/24","Re: [推薦] Raujika - Tell Them I Love You"
"8181","12/25","[好專輯販售]Substantial.9th wonder and more.."
"8182","12/25","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8183","12/25","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8184","12/25","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8185","12/26","[討論]  來點不一樣的 輕鬆點吧"
"8186","12/26","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8187","12/26","[推薦] look at this ..."
"8188","12/28","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8189","12/28","[問題] 大支新專輯的微電影"
"8190","12/28","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8191","12/28","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8192","12/28","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8193","12/29","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8194","12/29","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8195","12/29","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8196","12/29","Fw: [爆卦] 嘻哈戰爭 有嗆聲音頻"
"8197","12/29","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8198","12/29","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8199","12/30","[推薦] beattape開放下載！"
"8200","12/30","[推薦] Hip Hop 網站"
"8201","12/30","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8202","12/30","[問題] 類似宋岳庭life struggle的歌"
"8203","12/31","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8204","12/31","[推薦] 大支 - DISS 帝雉"
"8205","12/31","[推薦] Drake_Take Care專輯"
"8206","12/31","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8207","12/31","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8208"," 1/01","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8209"," 1/01","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8210"," 1/02","Re: [討論] Young Souljaz feat. MJ116 Diss YZ"
"8211"," 1/02","Re: [推薦] beattape開放下載！"
"8212"," 1/02","[公告] 關於DISS事件 "
"8213"," 1/02","[問題] 想請問一下 這是不是熱狗的FB呢?"
"8214"," 1/02","[推薦] 白漆 (feat.Peja Yi) Diss 白海豚"
"8215"," 1/02","[推薦] 蛋堡 大支 J.Wu 熱狗 - We miss you MV "
"8216"," 1/03","[推薦] DISS 之歌...."
"8217"," 1/03","Re: [推薦] DISS 之歌...."
"8218"," 1/04","[推薦] 滿人 Say no more"
"8219"," 1/05","[討論] 大支 feat 張懸  不滅"
"8220"," 1/05","[推薦] 我可能不會饒舌(自己DISS)"
"8221"," 1/06","[推薦] Moment of Truth_Gang Starr"
"8222"," 1/06","[問題] 想請問音樂風格相近的音樂"
"8223"," 1/07","[推薦] 顏冠希JY-大家都在今年結婚"
"8224"," 1/08","[推薦]14? - Memory Of.(feat.鐵竹堂Jason,FAYY"
"8225"," 1/09","[新聞]還好有大支的九把刀 "
"8226"," 1/10","[推薦] 夏日浪費"
"8227"," 1/11","[推薦] BP-逼自己"
"8228"," 1/12","Re: [新聞]還好有大支的九把刀 "
"8229"," 1/12","Re: [新聞]還好有大支的九把刀 "
"8230"," 1/13","[推薦] Digi Crates Record專輯販售"
"8231"," 1/13","[問題] 大支的新專輯"
"8232"," 1/13","[討論] 從Electro Hop看音樂圈的瀨尿牛丸風"
"8233"," 1/14","Re: [新聞]還好有大支的九把刀 "
"8234"," 1/14","[推薦] Mr.RapforU ft. 蛋塔 - 想要女朋友"
"8235"," 1/14","[推薦] Soul Chef - Imagination(Winter song)"
"8236"," 1/14","[推薦] maxfeel a.k.a 裴力why not mixtape"
"8237"," 1/15","Re: [推薦] 張克帆 DISS 大支"
"8238"," 1/15","[討論] AP陰陽人出來做亂"
"8239"," 1/16","Re: [討論] AP陰陽人出來做亂"
"8240"," 1/16","[推薦] Eklips新作 - American Psycho"
"8241"," 1/16","[推薦] Eminem and Lloyd Banks - Where I'm at"
"8242"," 1/16","[推薦] 頑童MJ116 ESO冒險王 Just Believe"
"8243"," 1/16","Re: [討論] AP陰陽人出來做亂"
"8244"," 1/17","[推薦] 滿人 Diss AV漢人"
"8245"," 1/17","[問題] 我聽個大陸人說的"
"8246"," 1/18","[討論] Gordon - Honda & Toyota Lyrics"
"8247"," 1/18","Re: [討論] AP陰陽人出來做亂"
"8248"," 1/18","Re: [推薦] 滿人 Diss AV漢人"
"8249"," 1/19","[討論] 這是怎麼一回事"
"8250"," 1/19","[推薦] Jin - Top 5 (dead or alive)"
"8251"," 1/19","[討論] Gordon - Doin' My Thing Lyrics"
"8252"," 1/19","[討論] Gordon - Dope Rap Pt2. Lyrics"
"8253"," 1/20","[公告]DISS事件未來一個月請於置底文討論 "
"8254"," 1/20","[討論] DISS事件置底文"
"8255"," 1/20","Re: [討論] AP陰陽人出來做亂"
"8256"," 1/21","[新聞]大支養14隻流浪貓 翻轉人生 "
"8257"," 1/21","[推薦] 大支 最新MV『愛你娘』"
"8258"," 1/22","[推薦] 電影 Hustle & Flow 街頭嘻哈客"
"8259"," 1/22","[討論] 挖靠!!!假MChotdog都出來了!!!"
"8260"," 1/23","[推薦] 大支 & 黃品源 - 笑著讓你走"
"8261"," 1/23","[問題] 請益一個文化問題"
"8262"," 1/24","Re: [問題] 請益一個文化問題"
"8263"," 1/25","[知識] 愛與和平的故事 60年代的紐約幫派"
"8264"," 1/26","[問題] 請問這首beat"
"8265"," 1/27","[問題]誰能告訴我哪裡能知道某位歌手出新專輯?"
"8266"," 1/27","[推薦] It's So Awesome Being Overcast"
"8267"," 1/27","[推薦] Just Say So-Lui"
"8268"," 1/28","[推薦] 大支 - 愛你娘 第二版MV"
"8269"," 1/28","[推薦] 頑童MJ116 ESO現在在TR1004.11電台Live!"
"8270"," 1/28","[推薦] Gordon - 飛行少女Gina"
"8271"," 1/30","[問題] 大支-愛你娘 歌詞中的夏侯惇...?"
"8272"," 1/30","[問題] 問一個曾與熱狗合唱的外國人(?)"
"8273"," 1/31","[推薦] Nujabes ft. Five Deez - Fly By Night"
"8274"," 1/31","[推薦] 女生版 不吃早餐才是一件很嘻哈的事"
"8275"," 2/01","[推薦] 大概是最好聽的DISS song"
"8276"," 2/01","[推薦] 最近很喜歡的MC和製作人 Sick Team!"
"8277"," 2/01","[本月]""最後的早晨""大支feat.蛋堡"
"8278"," 2/01","[自介] 阿樓哈"
"8279"," 2/02","[推薦] DaFellaz & L.C - 那些年我們一起聽的..."
"8280"," 2/02","[推薦] 布朗新歌‘為自己加油’好有fu"
"8281"," 2/04","[推薦] Nas-Nasty現場表演"
"8282"," 2/04","[揪團]大支生涯首場演唱會 高雄台北場"
"8283"," 2/05","[活動] 蛋堡確定出席大支演唱會"
"8284"," 2/06","Re: [推薦] Wiz Khalifa "
"8285"," 2/07","[推薦] Lui - Feeling Blue"
"8286"," 2/07","Fw: [新聞] 饒舌歌手酸Makiyo做賊喊抓賊「快玩完了」"
"8287"," 2/07","[問題] HARDCORE歌手"
"8288"," 2/07","[情報] 2/7陰府門新貨更新"
"8289"," 2/07","[活動] 熱狗確定出席大支演唱會"
"8290"," 2/08","[問題] 飛行少女意境"
"8291"," 2/08","[推薦] 友寄隆輝Diss！   XD"
"8292"," 2/08","[推薦] Mega Ran's Jeremy Lin Rap"
"8293"," 2/11","[推薦] 大支新歌上架"
"8294"," 2/11","Re: [揪團]大支生涯首場演唱會 高雄台北場"
"8295"," 2/13","[推薦] 這樣的冬天-老莫"
"8296"," 2/13","[討論] 2012 第54屆葛萊美 the GRAMMYs 榜單"
"8297"," 2/13","[推薦] 大支台北演唱會特別來賓"
